Entity,Code,Year,Oil (tWh),Gas (tWh),Coal (tWh),Nuclear (tWh),Hydropower (tWh),Other renewables (tWh)
Lithuania,LTU,1972,,0,,,,
Lithuania,LTU,1973,,0,,,,
Lithuania,LTU,1974,,0,,,,
Lithuania,LTU,1975,,0,,,,
Lithuania,LTU,1976,,0,,,,
Lithuania,LTU,1977,,0,,,,
Lithuania,LTU,1978,,0,,,,
Lithuania,LTU,1979,,0,,,,
Lithuania,LTU,1980,,0,,,,
Lithuania,LTU,1981,,0,,,,
Lithuania,LTU,1982,,0,,,,
Lithuania,LTU,1983,,0,,,,
Lithuania,LTU,1984,,0,,,,
Lithuania,LTU,1985,100.9101629,40.79189777,9.45770208,24.94635,1.03507,0
Lithuania,LTU,1986,84.43706402,40.87845883,11.00723676,26.00468,1.01181,0
Lithuania,LTU,1987,92.65802981,42.69624101,10.83529884,24.16714,0.95366,0
Lithuania,LTU,1988,89.09467345,44.51402319,10.92308867,33.71537,1.01181,0
Lithuania,LTU,1989,91.4055598,47.24069646,10.20569605,43.82184,1.01181,0
Lithuania,LTU,1990,87.36959042,54.414444,9.271436,44.83365,1.089473684,0
Lithuania,LTU,1991,96.09805814,56.328742,10.355352,44.74061,0.889473684,0
Lithuania,LTU,1992,50.50593824,32.18021,4.853199,38.53019,0.818421053,0
Lithuania,LTU,1993,44.08261675,17.404295,4.3031,32.27325,1.034210526,0
Lithuania,LTU,1994,40.91723962,20.135019,3.572736,20.28272,1.189473684,0
Lithuania,LTU,1995,36.89861762,23.596107,2.854002,31.11025,0.981578947,0
Lithuania,LTU,1996,38.32649165,25.226633,2.622565,36.69265,0.857894737,0
Lithuania,LTU,1997,37.94869,23.287912,2.120149,31.64523,0.776315789,0
Lithuania,LTU,1998,43.68228,20.397857,1.84917,35.68084,1.097368421,0
Lithuania,LTU,1999,35.87855,21.084027,1.578191,25.95816,1.089473684,0
Lithuania,LTU,2000,27.58636,24.007809,1.073449,22.15515,0.892894737,0
Lithuania,LTU,2001,31.8662,24.966121,0.974594,29.90073,0.856578947,0.005263158
Lithuania,LTU,2002,29.4239,25.241752,1.571213,37.22763,0.929473684,0.010526316
Lithuania,LTU,2003,28.1446,27.380509,2.029435,40.75152,0.855526316,0.018421053
Lithuania,LTU,2004,30.198458,27.311892,1.961981,39.74105263,1.106578947,0.018947368
Lithuania,LTU,2005,32.297673,28.806347,2.149224,27.20421053,1.186052632,0.023157895
Lithuania,LTU,2006,32.637269,28.545835,2.91913,22.76631579,1.045,0.101842105
Lithuania,LTU,2007,32.430255,33.635123,2.901685,25.87605263,1.106842105,0.421315789
Lithuania,LTU,2008,35.592452,30.19148,2.462071,26.03605263,1.057631579,0.526578947
Lithuania,LTU,2009,30.584574,25.372008,1.957329,28.55947368,1.116578947,0.683421053
Lithuania,LTU,2010,31.346339,28.98196,2.40741,0,1.421052632,0.976315789
Lithuania,LTU,2011,30.322899,31.619644,2.787711,0,1.262894737,1.663421053
Lithuania,LTU,2012,31.22655,30.874161,2.717931,0,1.111315789,2.001052632
Lithuania,LTU,2013,30.356626,25.171972,3.127307,0,1.371578947,2.643421053
Lithuania,LTU,2014,29.698368,24.017113,2.645825,0,1.047894737,2.926052632
Lithuania,LTU,2015,32.500035,24.04197678,2.121312,0,0.92,3.500263158
Lithuania,LTU,2016,34.784167,21.42250536,2.229896949,0,1.197368421,4.213157895
Malaysia,MYS,1965,26.57406503,0,0.17445,0,1.57005,0
Malaysia,MYS,1966,30.92001925,0,0.2326,0,1.8608,0
Malaysia,MYS,1967,31.55359956,0,0.13956,0,1.94221,0
Malaysia,MYS,1968,32.02294216,0,0.13956,0,2.15155,0
Malaysia,MYS,1969,33.0158255,0,0.17445,0,2.70979,0
Malaysia,MYS,1970,36.38236328,0.08141,0.18608,0,3.43085,0
Malaysia,MYS,1971,39.83399414,0.828745359,0.47683,0,3.45411,0
Malaysia,MYS,1972,44.26237358,1.160504088,1.20952,0,3.26803,0
Malaysia,MYS,1973,47.97082898,1.160504088,1.15137,0,3.44248,0
Malaysia,MYS,1974,47.80611572,2.419251478,1.15137,0,3.40759,0
Malaysia,MYS,1975,50.41096526,2.91624974,0.10467,0,3.40759,0
Malaysia,MYS,1976,56.29677302,3.471751917,0.1163,0,3.11684,0
Malaysia,MYS,1977,64.08708795,3.176742813,0.12793,0,2.60512,0
Malaysia,MYS,1978,69.09875247,23.50423,0.27912,0,2.80283,0
Malaysia,MYS,1979,83.79501549,29.24945,0.39542,0,3.43085,0
Malaysia,MYS,1980,94.84023693,26.01631,0.5815,0,4.37288,0
Malaysia,MYS,1981,101.0430385,21.87603,1.08159,0,4.83808,0
Malaysia,MYS,1982,105.5209823,27.53984,0.98855,0,4.652,0
Malaysia,MYS,1983,112.9738323,38.59997,2.57023,0,5.41958,0
Malaysia,MYS,1984,110.9307731,47.82256,2.77957,0,10.71123,0
Malaysia,MYS,1985,110.6092851,46.18273,3.70997,0,9.92039,0
Malaysia,MYS,1986,105.888938,71.66406,2.75631,0,10.71123,0
Malaysia,MYS,1987,108.5727742,71.48961,3.80301,0,12.92093,0
Malaysia,MYS,1988,117.9884566,72.93173,3.0238,0,14.74684,0
Malaysia,MYS,1989,122.0089207,83.51503,13.92111,0,13.92111,0
Malaysia,MYS,1990,146.9145233,79.09563,15.42138,0,10.467,0
Malaysia,MYS,1991,158.1804966,117.60256,18.16606,0,11.68815,0
Malaysia,MYS,1992,173.0496,125.58074,19.0732,0,11.27894737,0
Malaysia,MYS,1993,190.6008108,125.51096,15.94473,0,12.77105263,0
Malaysia,MYS,1994,209.863864,123.02214,17.71249,0,17.06052632,0
Malaysia,MYS,1995,219.4542355,134.59399,19.41047,0,16.27368421,0
Malaysia,MYS,1996,240.1235133,158.55179,19.50351,0,13.64210526,0
Malaysia,MYS,1997,277.6353552,195.80268,18.86386,0,10.87894737,0
Malaysia,MYS,1998,236.0000332,200.07089,20.13153,0,11.72894737,0
Malaysia,MYS,1999,259.8405312,225.1568,22.5622,0,19.87368421,0
Malaysia,MYS,2000,260.6334658,278.78273,28.91218,0,18.40526316,0
Malaysia,MYS,2001,271.0357291,268.66463,34.55273,0,15.96315789,0
Malaysia,MYS,2002,302.7338018,271.92103,42.35646,0,14.25,0
Malaysia,MYS,2003,320.6211482,295.49504,61.82508,0,13.39473684,0
Malaysia,MYS,2004,325.491062,318.84808,77.13016,0,14.66578947,0
Malaysia,MYS,2005,325.6574647,365.37971,80.11907,0,15.80789474,0
Malaysia,MYS,2006,335.8805486,369.98519,84.87574,0,16.63947368,0
Malaysia,MYS,2007,358.3037913,371.47383,102.89061,0,15.67631579,2.66E-05
Malaysia,MYS,2008,342.5638956,410.64367,113.76466,0,20.54473684,2.66E-05
Malaysia,MYS,2009,339.9042324,370.08986,123.54549,0,18.12631579,4.063738493
Malaysia,MYS,2010,340.4180046,309.88135,171.85651,0,16.72105263,3.556813285
Malaysia,MYS,2011,366.8627681,364.20508,171.79836,0,21.08421053,4.046171055
Malaysia,MYS,2012,382.7577469,371.40405,184.70766,0,24.16192105,4.075427368
Malaysia,MYS,2013,406.4107976,421.83173,175.22921,0,30.76631579,3.275236842
Malaysia,MYS,2014,406.3321035,441.3585,178.60191,0,35.38652632,3.012631579
Malaysia,MYS,2015,413.3679465,437.3430448,196.30277,0,40.68136842,3.209571633
Malaysia,MYS,2016,422.0497165,450.5942724,231.4223955,0,48.73621605,3.911985009
Mexico,MEX,1965,165.48327,87.52222222,8.022222222,0,23.31815,0
Mexico,MEX,1966,171.67043,92.13166667,8.556944444,0,26.749,0
Mexico,MEX,1967,183.55629,79.20694444,10.49944444,0,29.13315,0
Mexico,MEX,1968,201.12922,84.85694444,11.00638889,0,33.27343,0
Mexico,MEX,1969,211.79393,104.96,11.15694444,0,35.65758,0
Mexico,MEX,1970,227.95963,107.0983333,12.5125,0,39.48385,0
Mexico,MEX,1971,240.84567,110.9469444,15.70861111,0,38.04173,0
Mexico,MEX,1972,269.65318,118.7030556,17.36166667,0,40.57707,0
Mexico,MEX,1973,286.76091,131.4436111,18.6125,0,42.82166,0.423684211
Mexico,MEX,1974,330.43156,138.3225,20.5625,0,44.15911,1.218421053
Mexico,MEX,1975,371.59013,140.5947222,23.61833333,0,39.93742,1.363157895
Mexico,MEX,1976,412.22535,138.1436111,18.125,0,45.39189,1.523684211
Mexico,MEX,1977,425.35562,145.7247222,26.07,0,50.53235,1.557894737
Mexico,MEX,1978,483.2342975,183.2583333,27.18138889,0,42.65884,1.573684211
Mexico,MEX,1979,519.3477675,222.6141667,26.70305556,0,47.40388,2.681578947
Mexico,MEX,1980,574.4764544,240.9441667,27.03805556,0,44.53127,2.407894737
Mexico,MEX,1981,628.2663283,260.8866667,23.89888889,0,64.79073,2.536842105
Mexico,MEX,1982,648.4167463,284.6280556,28.62111111,0,60.26666,3.410526316
Mexico,MEX,1983,632.6491272,291.9605556,32.58416667,0,54.60285,3.560526316
Mexico,MEX,1984,674.8788573,295.6736111,32.67694444,0,62.12746,3.747368421
Mexico,MEX,1985,703.7322399,301.1313889,35.42166667,0,69.07057,4.318421053
Mexico,MEX,1986,706.7571056,267.6369444,39.0575,0,52.70716,8.931578947
Mexico,MEX,1987,741.1896733,271.8152778,37.77277778,0,48.2645,11.62631579
Mexico,MEX,1988,739.1582062,274.3936111,35.75055556,0,55.20761,12.19210526
Mexico,MEX,1989,789.0363571,266.6077778,39.57333333,0.97692,64.20923,12.30263158
Mexico,MEX,1990,825.8175196,288.1462822,39.24111111,7.73395,61.97627,13.48947368
Mexico,MEX,1991,860.865812,305.5737939,37.955,11.1648,57.75458,15.35661178
Mexico,MEX,1992,870.188657,305.3414761,38.3825,10.31581,69.23339,16.76190258
Mexico,MEX,1993,867.0000777,311.2277778,43.2925,12.97908,69.62881,17.11779124
Mexico,MEX,1994,946.811512,330.2388889,52.31833333,11.1648,53.34681,16.39085632
Mexico,MEX,1995,869.3471004,329.0777778,58.25861111,22.22493,72.44327,16.91169337
Mexico,MEX,1996,893.6761866,347.125,66.79972222,20.73629,82.75908,16.30672409
Mexico,MEX,1997,929.1178603,372.9805556,66.86416667,27.52821,69.57066,15.52959533
Mexico,MEX,1998,978.6672536,410.1222222,68.34777778,24.37648,64.79073,16.2120685
Mexico,MEX,1999,977.930036,404.8638889,69.5475,26.33032,86.08505263,16.01052977
Mexico,MEX,2000,1025.029007,427.1468375,76.18694444,21.64343,87.03915789,16.80169765
Mexico,MEX,2001,1007.247854,442.6929136,83.67358306,22.96925,75.00526316,16.50920275
Mexico,MEX,2002,962.8553394,486.6194678,140.1058006,25.65578,65.66052632,16.05279044
Mexico,MEX,2003,988.0607527,536.9272117,103.3183728,27.77285319,52.31578947,18.35976984
Mexico,MEX,2004,1028.861186,568.0098778,105.7197017,24.19456673,66.33157895,19.18640615
Mexico,MEX,2005,1056.42703,637.4265192,133.4295239,28.43396328,72.66175789,21.48820826
Mexico,MEX,2006,1042.812322,696.6544847,143.1982858,28.59537131,79.98421053,19.84838645
Mexico,MEX,2007,1070.272351,663.6794019,131.5837503,27.42296058,71.39736842,22.38766537
Mexico,MEX,2008,1065.710299,693.8277786,117.5452997,25.79993758,103.2447368,21.50041604
Mexico,MEX,2009,1029.66582,756.1581367,119.7464489,27.63441816,70.50789474,21.50018227
Mexico,MEX,2010,1030.078167,758.4453336,148.1187547,15.47168587,97.88421053,23.15539382
Mexico,MEX,2011,1050.250409,801.8836372,171.3270394,26.55051323,95.43894737,23.16716964
Mexico,MEX,2012,1073.319212,836.3712531,149.2660103,23.07789162,83.82894737,26.64982951
Mexico,MEX,2013,1044.648705,871.6551375,148.22661,31.05228846,73.57402632,30.56134415
Mexico,MEX,2014,993.4269798,908.7615497,147.9388503,25.46633699,102.3467632,36.27272181
Mexico,MEX,2015,981.4577959,911.9027547,147.6504531,30.46615228,81.29334211,43.24211175
Mexico,MEX,2016,963.4304532,937.2446475,114.1381599,27.80835329,78.82519262,47.87460142
Middle East,,1965,513.8737898,39.01554985,2.529708591,0,6.173307895,0
Middle East,,1966,528.6419479,43.74399887,2.770806907,0,6.700306842,0
Middle East,,1967,545.7939335,51.49555037,3.053044753,0,7.444198947,0
Middle East,,1968,564.1893726,62.12823728,3.357065167,0,8.108295263,0
Middle East,,1969,582.7112115,74.79516801,3.702176415,0,8.936653158,0
Middle East,,1970,602.6392541,102.481558,4.072418933,0,9.420105263,0
Middle East,,1971,634.2613927,112.6020791,2.8985449,0,9.878345263,0
Middle East,,1972,680.3801374,126.6419264,4.46437321,0,12.02115211,0
Middle East,,1973,733.4966216,154.5257656,7.54198522,0,9.873941579,0
Middle East,,1974,780.4162775,162.7198591,8.19432355,0,12.69084579,0
Middle East,,1975,751.3979959,182.7906458,15.09548414,0,14.32497737,0
Middle East,,1976,859.3542582,198.0749848,14.88235276,0,16.65809526,0
Middle East,,1977,972.1884112,230.5972693,15.0546861,0,18.69027474,0
Middle East,,1978,1051.566752,251.6734059,9.25235117,0,25.85426105,0
Middle East,,1979,1194.986647,339.8667597,13.28701914,0,25.34533421,0
Middle East,,1980,1126.03499,341.3122545,14.0003103,0,25.50254579,0
Middle East,,1981,1229.983722,370.6827129,11.741648,0,26.80977211,0
Middle East,,1982,1347.843705,413.3513603,22.22158056,0,27.86640158,0
Middle East,,1983,1486.193169,422.9778613,27.00915147,0,26.85324,0
Middle East,,1984,1616.307481,544.6320356,31.15692119,0,27.22801684,0
Middle East,,1985,1710.106701,587.7057081,32.74093882,0,26.65636368,0
Middle East,,1986,1703.271193,705.3922963,34.93596176,0,29.27524947,0
Middle East,,1987,1791.209917,753.528126,36.30192852,0,32.62723474,0
Middle East,,1988,1877.596414,838.4486266,35.59142856,0,30.81040947,0
Middle East,,1989,1934.059993,945.0170887,34.5545908,0,29.92458105,0
Middle East,,1990,1993.040087,1016.871007,35.82640108,0,26.95944158,0.002631579
Middle East,,1991,2105.832607,1084.564226,41.65612466,0,27.43975158,0.002631579
Middle East,,1992,2187.469585,1237.155228,47.13852992,0,34.05085105,0.002631579
Middle East,,1993,2280.230081,1155.12478,55.13772533,0,36.00061789,0.002631579
Middle East,,1994,2506.945551,1339.855534,57.68892352,0,31.36058579,0.002631579
Middle East,,1995,2509.563591,1475.440735,61.44041183,0,32.02723474,0.002631579
Middle East,,1996,2538.721435,1588.106011,72.34611483,0,31.08698421,0.002631579
Middle East,,1997,2592.632137,1676.063343,77.74352131,0,26.47971737,0.007894737
Middle East,,1998,2684.304389,1799.596297,84.52491923,0,30.54300211,0.007894737
Middle East,,1999,2749.163169,1890.709287,82.5779591,0,23.27231105,0.1
Middle East,,2000,2819.074835,1993.849632,89.48134988,0,21.43067947,0.113157895
Middle East,,2001,2918.617625,2191.001404,100.7149983,0,22.50649579,0.137107921
Middle East,,2002,2972.557194,2343.241777,105.6551356,0,33.63527632,0.128947368
Middle East,,2003,3080.994613,2457.650833,110.2852175,0,37.52861211,0.126315789
Middle East,,2004,3251.525771,2724.423855,112.0784317,0,47.04219158,0.176315789
Middle East,,2005,3470.687893,2922.595933,114.0491913,0,59.46171632,0.236842105
Middle East,,2006,3594.313612,3101.461476,113.8561309,0,77.26578947,0.378947368
Middle East,,2007,3718.792197,3367.471568,115.4256587,0,73.35526316,0.436842105
Middle East,,2008,3978.952743,3634.870887,112.3998034,0,37.55377105,0.598827771
Middle East,,2009,4121.391052,3758.975801,114.9218012,0,32.26775517,0.858342637
Middle East,,2010,4223.163878,4150.423596,117.7233737,0,46.88825769,0.918246584
Middle East,,2011,4322.820212,4221.992638,129.8568036,0.271412742,49.62725444,1.445153296
Middle East,,2012,4529.310824,4344.24558,143.0313666,3.679529086,58.73112197,1.903432101
Middle East,,2013,4636.148845,4608.81564,126.6826799,10.78578947,63.07942137,2.942013822
Middle East,,2014,4749.27188,4823.103287,125.3537961,11.46814404,55.62142539,4.583888822
Middle East,,2015,4800.852432,5167.008336,118.8830651,9.334210526,68.86492612,6.090602729
Middle East,,2016,4859.426975,5362.582963,107.8294933,16.40905817,54.88273963,8.671340498
Netherlands,NLD,1965,294.07618,15,103.0555556,0,0,0
Netherlands,NLD,1966,318.47592,28.61111111,93.88888889,0,0,0
Netherlands,NLD,1967,325.62837,50.55555556,90.27777778,0,0,0
Netherlands,NLD,1968,350.19093,85,85.55555556,0.05815,0,0
Netherlands,NLD,1969,382.61537,125.2777778,72.77777778,0.83736,0,0
Netherlands,NLD,1970,424.6113,176.3888889,53.33333333,0.98855,0,0
Netherlands,NLD,1971,418.54044,230.5555556,40.27777778,1.09322,0,0
Netherlands,NLD,1972,465.8978,300,34.44444444,0.87225,0,0
Netherlands,NLD,1973,480.2027,333.6111111,35,2.91913,0,0
Netherlands,NLD,1974,411.55081,355,33.33333333,8.01307,0,0
Netherlands,NLD,1975,405.04964,370,28.05555556,8.16426,0,2.113157895
Netherlands,NLD,1976,455.6634,384.4444444,35,9.47845,0,2.294736842
Netherlands,NLD,1977,437.24148,385.8333333,36.66666667,9.75757,0,2.281578947
Netherlands,NLD,1978,446.1793728,386.6666667,41.94444444,9.33889,0,3.186842105
Netherlands,NLD,1979,482.7569251,385,40,8.53642,0,2.910526316
Netherlands,NLD,1980,451.1598702,351.9444444,46.38888889,10.28092,0,2.694736842
Netherlands,NLD,1981,421.2441457,335,51.38888889,9.05977,0,2.855263158
Netherlands,NLD,1982,366.4090562,320,59.44444444,9.5366,0,0.697368421
Netherlands,NLD,1983,345.841303,342.2222222,61.38888889,8.76902,0,0.607894737
Netherlands,NLD,1984,341.3679204,363.6111111,74.16666667,9.09466,0,0.044736842
Netherlands,NLD,1985,344.1332153,383.0555556,73.88888889,10.25766,0,1.160526316
Netherlands,NLD,1986,381.4674091,382.2222222,76.11111111,11.09502,0,1.457894737
Netherlands,NLD,1987,383.8396689,394.4444444,80.27777778,9.35052,0,1.852631579
Netherlands,NLD,1988,408.1707399,356.6666667,96.11111111,9.67616,0,2.239473684
Netherlands,NLD,1989,402.6056027,365.5555556,95.27777778,10.5833,0.09304,2.428947368
Netherlands,NLD,1990,421.1325545,368.0555556,101.6666667,9.21096,0.30238,1.910526316
Netherlands,NLD,1991,415.4874787,410.8333333,93.61111111,8.76902,0.20934,2.205263158
Netherlands,NLD,1992,434.0092537,400,93.33333333,10.0018,0.30238,2.368421053
Netherlands,NLD,1993,431.0121914,411.3888889,94.16666667,10.39722,0.24423,2.731578947
Netherlands,NLD,1994,433.1948651,397.2222222,100.2777778,10.43211,0.27912,3.097394737
Netherlands,NLD,1995,449.7997619,408.0555556,103.6111111,10.5833,0.24423,3.513157895
Netherlands,NLD,1996,445.6440735,452.2222222,100,10.94383,0.24423,4.618421053
Netherlands,NLD,1997,468.5442873,423.6111111,97.22222222,6.33835,0.24423,5.105263158
Netherlands,NLD,1998,471.3009405,418.3333333,99.16666667,10.02392368,0.295552632,5.878371053
Netherlands,NLD,1999,482.1577806,408.8888889,86.94444444,10.07424474,0.237497368,6.417389474
Netherlands,NLD,2000,496.2331291,410,90.27777778,10.31370526,0.374718421,7.499747368
Netherlands,NLD,2001,521.5801833,418.3333333,96.11111111,10.45413421,0.308747368,8.410773684
Netherlands,NLD,2002,519.3772799,413.8888889,96.66666667,10.29878947,0.288515789,10.18366316
Netherlands,NLD,2003,524.0229673,416.9444444,100,10.57365526,0.189534211,10.25335263
Netherlands,NLD,2004,547.4519098,426.6666667,98.61111111,10.05794211,0.251926316,13.75012105
Netherlands,NLD,2005,582.1730852,414.4444444,94.16666667,10.51962105,0.231578947,19.41557368
Netherlands,NLD,2006,590.4508807,397.7777778,89.72222222,9.130102632,0.276839474,20.95585
Netherlands,NLD,2007,589.1387743,386.3888889,97.77777778,11.05345526,0.281578947,19.73419474
Netherlands,NLD,2008,549.9444045,402.5,92.5,10.97076053,0.263157895,24.68451316
Netherlands,NLD,2009,534.03797,406.6666667,87.22222222,11.17982368,0.255847368,28.25993947
Netherlands,NLD,2010,533.51462,456.3888889,87.77777778,10.44517632,0.274123684,29.23830526
Netherlands,NLD,2011,535.87551,398.3333333,86.66666667,10.89677632,0.15,32.32651053
Netherlands,NLD,2012,508.28915,377.2222222,95.27777778,10.30186842,0.274705263,32.73470263
Netherlands,NLD,2013,481.9114378,381.9444444,95.27777778,7.607523684,0.300821053,31.83433684
Netherlands,NLD,2014,460.7943467,333.0555556,105.2777778,10.76659474,0.294539474,30.51388947
Netherlands,NLD,2015,450.4728802,329.4444444,128.0555556,10.73168684,0.244736842,35.79311053
Netherlands,NLD,2016,464.5573951,351.3888889,119.4444444,10.83149412,0.285526316,36.16651014
New Zealand,NZL,1965,31.61034,0,19.13135,0,26.36521,3.547368421
New Zealand,NZL,1966,35.05282,0,18.608,0,28.43535,3.576315789
New Zealand,NZL,1967,36.8671,0,16.99143,0,29.52857,2.984210526
New Zealand,NZL,1968,37.83239,0,15.99125,0,30.98232,3.407894737
New Zealand,NZL,1969,39.28614,0,16.3983,0,30.62179,3.492105263
New Zealand,NZL,1970,46.22925,1.163,16.40993,0,33.34321,3.35
New Zealand,NZL,1971,47.71789,1.47701,14.59565,0,37.87891,3.305263158
New Zealand,NZL,1972,51.36971,2.6749,14.95618,0,40.17002,3.307894737
New Zealand,NZL,1973,54.41677,3.10521,16.94491,0,39.72808,3.271052632
New Zealand,NZL,1974,51.89703106,3.635027471,17.44456111,0,39.97076023,4.630847645
New Zealand,NZL,1975,49.80327091,3.998402635,16.41661944,0,43.85167464,4.702177285
New Zealand,NZL,1976,51.39434245,9.384665575,16.91669444,0,40.78681552,4.567135734
New Zealand,NZL,1977,51.3991388,15.91101945,16.11117222,0,38.73737374,4.364919668
New Zealand,NZL,1978,48.75542238,14.92039225,14.86111667,0,41.20946305,4.425861496
New Zealand,NZL,1979,49.36547708,9.976900426,13.24999444,0,48.53535354,4.10065374
New Zealand,NZL,1980,47.72947636,9.232400235,13.628225,0,50.95959596,4.347745152
New Zealand,NZL,1981,45.22850045,11.27296325,13.57794722,0,51.78894205,4.261180055
New Zealand,NZL,1982,45.08326115,19.98072613,13.31054167,0,48.16852738,4.339434903
New Zealand,NZL,1983,43.21986169,21.59565475,14.74875,0,51.97767145,4.386969529
New Zealand,NZL,1984,43.77549391,27.53692354,13.71716389,0,53.62307283,4.787094183
New Zealand,NZL,1985,41.96533089,35.02033122,12.66603056,0,51.86280377,4.449662672
New Zealand,NZL,1986,42.80797758,42.07954955,14.55685556,0,58.15182318,4.641312398
New Zealand,NZL,1987,45.26488239,40.66872316,12.14986667,0,57.70673595,4.627801939
New Zealand,NZL,1988,46.96663522,44.11349992,13.16596111,0,60.42804512,4.652493075
New Zealand,NZL,1989,48.24075121,45.27882568,14.334275,0,59.36541393,5.949778393
New Zealand,NZL,1990,55.4011503,45.04647594,13.93324886,0,61.01395432,6.864570637
New Zealand,NZL,1991,53.33101718,48.94906013,13.28551529,0,60.2485892,7.329390582
New Zealand,NZL,1992,54.67225193,51.95237718,14.62873733,0,55.50702679,7.267884664
New Zealand,NZL,1993,52.83887766,50.51499703,14.41126563,0,61.82340223,7.589990487
New Zealand,NZL,1994,60.66063914,47.11683602,13.62267561,0,67.99231656,7.20432021
New Zealand,NZL,1995,65.77283277,44.49912475,14.10721911,0,72.45989286,7.059580291
New Zealand,NZL,1996,64.52965952,50.83578294,13.68044039,0,68.90244544,6.931112841
New Zealand,NZL,1997,68.41303112,54.42194203,14.70420621,0,61.2056991,7.186783595
New Zealand,NZL,1998,69.53777045,48.35579839,13.37132474,0,66.62980595,8.17770225
New Zealand,NZL,1999,70.029014,55.93164306,13.70543313,0,60.31454545,8.810679454
New Zealand,NZL,2000,71.72497859,58.79298847,13.05492957,0,64.30257044,9.472586362
New Zealand,NZL,2001,72.19192463,61.86649643,16.26347099,0,57.05570707,9.063015193
New Zealand,NZL,2002,74.74346607,58.81568007,16.26149102,0,65.43633653,9.03887393
New Zealand,NZL,2003,79.07574021,44.85700451,23.33661524,0,62.17291066,8.681140971
New Zealand,NZL,2004,79.2527179,40.30969638,24.057115,0,71.66766858,9.502749701
New Zealand,NZL,2005,81.41245058,37.53550011,26.59613504,0,61.3951732,11.02040546
New Zealand,NZL,2006,82.59274338,38.49933926,26.12895698,0,62.01778348,11.91132323
New Zealand,NZL,2007,83.08338929,42.37790296,19.92477126,0,62.22905467,13.27069076
New Zealand,NZL,2008,83.97329956,39.97224001,24.7038552,0,58.81676708,15.3125297
New Zealand,NZL,2009,79.94570498,41.79724285,18.77621805,0,63.72419575,18.15759484
New Zealand,NZL,2010,81.86955573,44.82121093,16.24792771,0,65.07428908,21.21295918
New Zealand,NZL,2011,81.5656811,40.47385276,16.58731995,0,66.08473049,22.76703077
New Zealand,NZL,2012,80.94464352,44.16688715,20.22398958,0,60.25311638,23.44719213
New Zealand,NZL,2013,82.112904,46.79442154,17.84879505,0,60.68371397,23.80746388
New Zealand,NZL,2014,83.76079975,51.05845871,17.07312466,0,64.12380646,26.53409821
New Zealand,NZL,2015,87.1477388,47.02683046,16.71603856,0,64.73859701,28.47556513
New Zealand,NZL,2016,88.99412695,49.19748258,14.17933206,0,68.38916366,28.48494886
Non-OECD,,1965,4479.222008,1614.740226,6012.646,4.89623,558.9643714,0
Non-OECD,,1966,4834.600222,1791.079619,6239.638649,5.462788947,611.9417531,0
Non-OECD,,1967,5162.13975,1977.437,6169.2316,6.0313,617.113183,0
Non-OECD,,1968,5543.028066,2135.75803,6185.214036,8.293038421,702.4876807,0
Non-OECD,,1969,5941.961273,2319.683217,6569.086274,11.60139053,763.1161489,0
Non-OECD,,1970,6482.257945,2552.672253,6958.686849,15.10949105,848.4782603,1.502342472
Non-OECD,,1971,7093.672403,2775.733492,7379.987858,16.97402632,891.9743385,5.924648259
Non-OECD,,1972,7698.02113,2938.954158,7642.43912,29.03450526,942.8083302,5.927456123
Non-OECD,,1973,8396.607169,3239.361973,7764.509579,43.91963263,982.4484044,6.301230847
Non-OECD,,1974,8923.437369,3449.933968,7862.9485,67.81317105,1089.964421,6.625078421
Non-OECD,,1975,9246.591696,3780.265168,8386.381142,95.36200947,1129.006184,7.892622218
Non-OECD,,1976,9837.798138,4176.394434,8510.082971,128.1052984,1212.667986,9.142701317
Non-OECD,,1977,10402.67903,4537.684283,8928.56831,160.04043,1324.858108,9.985567613
Non-OECD,,1978,11124.30202,4876.584027,9218.950224,174.57793,1439.583214,11.02903468
Non-OECD,,1979,11597.24701,5300.926067,9490.271757,203.11795,1562.967481,13.50446169
Non-OECD,,1980,11864.92501,5510.987828,9608.118178,245.07899,1660.066365,17.25160491
Non-OECD,,1981,11968.10898,5839.578816,9778.90805,296.28588,1715.946859,23.43476021
Non-OECD,,1982,12044.78071,6293.959188,10156.63711,344.3251037,1723.990146,25.11608186
Non-OECD,,1983,12157.01964,6713.98856,10590.35437,403.2985763,1793.121762,29.80241383
Non-OECD,,1984,12342.92337,7331.209517,11061.38568,527.0440968,1965.865712,30.50080125
Non-OECD,,1985,12573.1601,7900.60077,11479.42976,612.9623321,2073.076453,31.87269073
Non-OECD,,1986,12911.51474,8364.598943,11917.03066,590.1761374,2167.89269,32.43833093
Non-OECD,,1987,13288.09008,8755.672697,12553.61863,679.6268042,2239.028552,31.8968457
Non-OECD,,1988,13652.89824,9294.579418,13038.00724,786.8024963,2369.499716,32.41866133
Non-OECD,,1989,13976.62659,9630.222813,13208.19254,766.0802611,2435.109681,34.45505571
Non-OECD,,1990,14176.27557,10026.59851,13202.99061,748.1918921,2513.09582,40.87101263
Non-OECD,,1991,14172.79557,10199.86879,13185.84482,752.1534337,2619.432148,41.23932806
Non-OECD,,1992,14187.23483,10038.01033,13428.18283,735.5066142,2627.48464,44.73232517
Non-OECD,,1993,13787.50548,9842.811994,13615.65219,735.6963789,2789.307768,44.36563499
Non-OECD,,1994,13924.99995,9718.468945,13763.40437,694.2037689,2957.01708,51.41786129
